damage_level,image_path,num_detections,centroids
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00450.jpg,1,"[(360.3326416015625, 121.2320327758789)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00451.jpg,1,"[(356.5517578125, 143.23892211914062)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00452.jpg,1,"[(362.4796142578125, 138.61260986328125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00453.jpg,1,"[(362.470703125, 134.12417602539062)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00454.jpg,1,"[(364.82562255859375, 134.3394317626953)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00455.jpg,1,"[(363.43670654296875, 141.95037841796875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00456.jpg,1,"[(361.32330322265625, 145.81005859375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00457.jpg,1,"[(369.2242126464844, 133.24903869628906)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00458.jpg,1,"[(368.0698547363281, 125.29600524902344)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00459.jpg,1,"[(368.3773193359375, 146.5537872314453)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00460.jpg,1,"[(359.21270751953125, 149.6339111328125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00461.jpg,1,"[(365.2643737792969, 133.14073181152344)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00462.jpg,1,"[(359.07928466796875, 144.97744750976562)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00463.jpg,1,"[(368.273681640625, 150.23843383789062)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00464.jpg,1,"[(358.19549560546875, 146.10508728027344)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00465.jpg,1,"[(365.1131896972656, 125.91744232177734)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00466.jpg,1,"[(365.30419921875, 143.65536499023438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00467.jpg,1,"[(368.50738525390625, 125.29057312011719)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00468.jpg,1,"[(353.87359619140625, 151.35470581054688)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00469.jpg,1,"[(356.9699401855469, 148.3093719482422)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00470.jpg,1,"[(356.75732421875, 134.67605590820312)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00471.jpg,1,"[(345.4375, 138.77146911621094)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00472.jpg,1,"[(348.8186950683594, 145.42434692382812)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00473.jpg,1,"[(352.1103515625, 156.2694854736328)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00474.jpg,1,"[(365.380126953125, 134.91749572753906)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00475.jpg,1,"[(365.84344482421875, 140.9470977783203)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00476.jpg,1,"[(357.208251953125, 154.69940185546875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00477.jpg,1,"[(355.00994873046875, 117.62684631347656)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00478.jpg,1,"[(365.0046081542969, 130.9344482421875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00479.jpg,1,"[(359.57421875, 162.89602661132812)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00480.jpg,1,"[(368.2171936035156, 128.40878295898438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00481.jpg,1,"[(371.0233154296875, 127.84122467041016)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00482.jpg,1,"[(376.0094299316406, 134.673828125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00483.jpg,1,"[(360.44207763671875, 162.29736328125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00484.jpg,1,"[(368.6688232421875, 125.95775604248047)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00485.jpg,1,"[(356.4412841796875, 123.5963363647461)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00486.jpg,1,"[(360.5546875, 132.4344024658203)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00487.jpg,1,"[(361.46038818359375, 126.0933837890625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00488.jpg,1,"[(373.40960693359375, 161.81268310546875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00489.jpg,1,"[(353.75909423828125, 149.0462188720703)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00490.jpg,1,"[(357.38330078125, 155.66107177734375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00491.jpg,1,"[(360.83734130859375, 159.67556762695312)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00492.jpg,1,"[(353.37213134765625, 147.76763916015625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00493.jpg,1,"[(354.88201904296875, 146.72482299804688)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00494.jpg,1,"[(371.3604736328125, 166.95809936523438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00495.jpg,1,"[(354.5122985839844, 131.03111267089844)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00496.jpg,1,"[(365.5780029296875, 164.99813842773438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00497.jpg,1,"[(357.4532470703125, 125.48904418945312)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00498.jpg,1,"[(364.17437744140625, 138.29222106933594)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00499.jpg,1,"[(357.0949401855469, 129.13160705566406)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00500.jpg,1,"[(368.82586669921875, 153.01963806152344)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00501.jpg,1,"[(355.7057189941406, 130.33865356445312)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00502.jpg,1,"[(352.6584777832031, 135.29696655273438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00503.jpg,1,"[(360.80413818359375, 131.46588134765625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00504.jpg,1,"[(364.89404296875, 141.3779296875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00505.jpg,1,"[(360.5938720703125, 146.17315673828125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00506.jpg,1,"[(367.3974304199219, 124.39210510253906)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00507.jpg,1,"[(363.71258544921875, 135.76461791992188)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00508.jpg,1,"[(359.27099609375, 135.31224060058594)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00509.jpg,1,"[(363.2135314941406, 134.97305297851562)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00510.jpg,1,"[(353.077392578125, 130.0325469970703)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00511.jpg,1,"[(362.5322265625, 134.80743408203125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00512.jpg,1,"[(353.2110595703125, 142.52761840820312)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00513.jpg,1,"[(355.75885009765625, 124.59461212158203)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00514.jpg,1,"[(360.72906494140625, 133.7223358154297)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00515.jpg,1,"[(357.3366394042969, 133.84385681152344)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00516.jpg,1,"[(355.73553466796875, 130.36749267578125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00517.jpg,1,"[(351.7230224609375, 135.826171875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00518.jpg,1,"[(359.30889892578125, 143.0185089111328)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00519.jpg,1,"[(363.6964111328125, 128.68695068359375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00520.jpg,1,"[(357.7309265136719, 121.89645385742188)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00521.jpg,1,"[(354.7269287109375, 134.20896911621094)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00522.jpg,1,"[(356.7752685546875, 145.4711456298828)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00523.jpg,1,"[(352.27728271484375, 133.43849182128906)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00524.jpg,1,"[(358.5941467285156, 133.5154571533203)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00525.jpg,1,"[(359.5594177246094, 132.07083129882812)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00526.jpg,1,"[(357.4757080078125, 132.36270141601562)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00527.jpg,1,"[(355.17529296875, 135.562255859375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00528.jpg,1,"[(361.82769775390625, 143.65843200683594)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00529.jpg,1,"[(355.952880859375, 126.423095703125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00530.jpg,1,"[(350.6250305175781, 124.69480895996094)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00531.jpg,1,"[(359.25445556640625, 135.2035675048828)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00532.jpg,1,"[(358.66009521484375, 135.74295043945312)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00533.jpg,1,"[(350.16314697265625, 131.439453125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00534.jpg,1,"[(356.40838623046875, 133.26853942871094)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00535.jpg,1,"[(356.5653076171875, 134.87338256835938)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00536.jpg,1,"[(370.3144836425781, 125.23319244384766)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00537.jpg,1,"[(353.44049072265625, 132.94186401367188)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00538.jpg,1,"[(353.7461853027344, 137.73287963867188)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00539.jpg,1,"[(356.4979248046875, 143.63742065429688)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00540.jpg,1,"[(357.18365478515625, 145.79782104492188)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00541.jpg,1,"[(355.00445556640625, 124.72270202636719)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00542.jpg,1,"[(367.73565673828125, 135.19664001464844)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00543.jpg,1,"[(358.4246826171875, 145.87901306152344)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00544.jpg,1,"[(356.1117858886719, 150.46151733398438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00545.jpg,1,"[(356.615234375, 135.56491088867188)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00546.jpg,1,"[(354.27197265625, 134.79957580566406)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00547.jpg,1,"[(358.60614013671875, 138.05429077148438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00548.jpg,1,"[(360.37451171875, 146.9432373046875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00549.jpg,1,"[(355.91583251953125, 130.9629669189453)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00550.jpg,1,"[(361.25360107421875, 132.16790771484375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00551.jpg,1,"[(350.0185546875, 127.79232788085938)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00552.jpg,1,"[(351.68157958984375, 130.890869140625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00553.jpg,1,"[(358.3885803222656, 145.27444458007812)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00554.jpg,1,"[(360.9828796386719, 136.06886291503906)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00555.jpg,1,"[(361.7090759277344, 136.9518280029297)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00556.jpg,1,"[(355.8182373046875, 141.56051635742188)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00557.jpg,1,"[(356.8766784667969, 152.39797973632812)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00558.jpg,1,"[(345.58575439453125, 129.85931396484375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00559.jpg,1,"[(356.6955261230469, 138.45843505859375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00560.jpg,1,"[(355.500244140625, 140.80862426757812)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00561.jpg,1,"[(355.47369384765625, 144.2372283935547)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00562.jpg,1,"[(350.99395751953125, 129.91387939453125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00563.jpg,1,"[(349.44256591796875, 137.9040985107422)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00564.jpg,1,"[(353.1379699707031, 141.16880798339844)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00565.jpg,1,"[(360.2308349609375, 132.46578979492188)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00566.jpg,1,"[(354.7597961425781, 134.63685607910156)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00567.jpg,1,"[(353.43707275390625, 140.3833465576172)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00568.jpg,1,"[(350.7107849121094, 146.01425170898438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00569.jpg,1,"[(355.14111328125, 137.1262969970703)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00570.jpg,1,"[(355.55718994140625, 132.78036499023438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00571.jpg,1,"[(354.31549072265625, 142.6681365966797)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00572.jpg,1,"[(356.0694885253906, 133.99481201171875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00573.jpg,1,"[(356.6531982421875, 132.82180786132812)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00574.jpg,1,"[(356.92742919921875, 134.38702392578125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00575.jpg,1,"[(361.9202575683594, 129.4136962890625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00576.jpg,1,"[(344.0232238769531, 140.52377319335938)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00577.jpg,1,"[(352.10198974609375, 140.89259338378906)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00578.jpg,1,"[(348.59771728515625, 128.91419982910156)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00579.jpg,1,"[(349.52679443359375, 132.1717529296875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00580.jpg,1,"[(347.7982177734375, 136.41806030273438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00581.jpg,1,"[(351.23455810546875, 149.73719787597656)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00582.jpg,1,"[(351.037841796875, 150.26126098632812)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00583.jpg,1,"[(354.9463195800781, 151.59152221679688)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00584.jpg,1,"[(356.3385009765625, 155.39190673828125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00585.jpg,1,"[(351.1834716796875, 165.55465698242188)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00586.jpg,1,"[(362.08807373046875, 174.40966796875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00587.jpg,1,"[(359.7126770019531, 182.11672973632812)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00588.jpg,1,"[(359.7908020019531, 177.9628448486328)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00589.jpg,1,"[(356.908447265625, 161.20326232910156)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00590.jpg,1,"[(355.85003662109375, 181.1806182861328)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00591.jpg,1,"[(373.6820068359375, 175.36289978027344)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00592.jpg,1,"[(367.13861083984375, 151.65589904785156)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00593.jpg,1,"[(351.06768798828125, 157.77536010742188)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00594.jpg,1,"[(337.78265380859375, 153.8657989501953)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00595.jpg,1,"[(354.416015625, 156.1117401123047)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00596.jpg,1,"[(350.7822265625, 177.7335662841797)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00597.jpg,1,"[(355.1518249511719, 172.09254455566406)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00598.jpg,1,"[(346.7771911621094, 147.46656799316406)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00599.jpg,1,"[(355.23028564453125, 180.54937744140625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00600.jpg,1,"[(349.118408203125, 150.37254333496094)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00601.jpg,1,"[(360.9609375, 186.9618377685547)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00602.jpg,1,"[(347.2333068847656, 183.660888671875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00603.jpg,1,"[(348.94818115234375, 182.7572021484375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00604.jpg,1,"[(350.78448486328125, 200.20611572265625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00605.jpg,1,"[(359.85003662109375, 207.43423461914062)]"
