damage_level,image_path,num_detections,centroids
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00241.jpg,1,"[(376.1908264160156, 131.6644287109375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00242.jpg,1,"[(379.3722839355469, 125.45990753173828)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00243.jpg,1,"[(383.2340087890625, 120.33634185791016)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00244.jpg,1,"[(387.1146545410156, 140.18190002441406)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00245.jpg,1,"[(365.7192077636719, 137.1154022216797)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00246.jpg,1,"[(376.0096130371094, 127.20894622802734)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00247.jpg,1,"[(369.7628173828125, 148.48500061035156)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00248.jpg,1,"[(373.185791015625, 121.45759582519531)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00249.jpg,1,"[(368.94952392578125, 127.92218017578125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00250.jpg,1,"[(373.61102294921875, 134.0731201171875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00251.jpg,1,"[(372.86651611328125, 135.06349182128906)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00252.jpg,1,"[(364.6007080078125, 128.2179718017578)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00253.jpg,1,"[(373.4498596191406, 144.95286560058594)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00254.jpg,1,"[(365.61724853515625, 128.20526123046875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00255.jpg,1,"[(358.0037536621094, 130.8009033203125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00256.jpg,1,"[(370.73919677734375, 122.88506317138672)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00257.jpg,1,"[(371.4781799316406, 123.89110565185547)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00258.jpg,1,"[(381.1617431640625, 116.11050415039062)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00259.jpg,1,"[(370.18341064453125, 139.32089233398438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00260.jpg,1,"[(370.12091064453125, 121.42723083496094)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00261.jpg,1,"[(376.1246032714844, 124.21192932128906)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00262.jpg,1,"[(378.989990234375, 122.03327941894531)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00263.jpg,1,"[(366.8708190917969, 141.20742797851562)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00264.jpg,1,"[(363.0450744628906, 130.53060913085938)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00265.jpg,1,"[(368.8706359863281, 141.36668395996094)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00266.jpg,1,"[(360.06231689453125, 128.5167236328125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00267.jpg,1,"[(358.30694580078125, 144.5083770751953)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00268.jpg,1,"[(374.73211669921875, 138.92788696289062)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00269.jpg,1,"[(372.57733154296875, 128.80177307128906)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00270.jpg,1,"[(364.93658447265625, 143.81134033203125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00271.jpg,1,"[(352.22344970703125, 149.12620544433594)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00272.jpg,1,"[(359.2220153808594, 121.95948028564453)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00273.jpg,1,"[(375.04937744140625, 123.18958282470703)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00274.jpg,1,"[(362.0243225097656, 130.60342407226562)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00275.jpg,1,"[(375.27191162109375, 156.30059814453125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00276.jpg,1,"[(362.43609619140625, 128.2805633544922)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00277.jpg,1,"[(366.25054931640625, 142.5391387939453)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00278.jpg,1,"[(370.04302978515625, 134.19569396972656)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00279.jpg,1,"[(366.522216796875, 124.10387420654297)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00280.jpg,1,"[(368.6207275390625, 133.3489532470703)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00281.jpg,1,"[(375.60614013671875, 130.4055938720703)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00282.jpg,1,"[(378.376220703125, 128.51409912109375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00283.jpg,1,"[(362.09246826171875, 126.40362548828125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00284.jpg,1,"[(362.8270263671875, 133.53965759277344)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00285.jpg,1,"[(345.52301025390625, 137.12826538085938)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00286.jpg,1,"[(357.566162109375, 140.2040557861328)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00287.jpg,1,"[(358.1596984863281, 128.32028198242188)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00288.jpg,1,"[(357.9146728515625, 137.7667999267578)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00289.jpg,1,"[(362.72357177734375, 142.03756713867188)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00290.jpg,1,"[(373.59368896484375, 127.48538970947266)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00291.jpg,1,"[(359.7276611328125, 144.26918029785156)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00292.jpg,1,"[(357.3465881347656, 136.82412719726562)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00293.jpg,1,"[(357.48638916015625, 136.59521484375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00294.jpg,1,"[(357.48876953125, 136.64675903320312)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00295.jpg,1,"[(357.48876953125, 136.64675903320312)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00296.jpg,1,"[(357.48876953125, 136.64675903320312)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00297.jpg,1,"[(357.48876953125, 136.64675903320312)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00298.jpg,1,"[(357.48876953125, 136.64675903320312)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00299.jpg,1,"[(361.3818359375, 160.6722412109375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00300.jpg,1,"[(352.1600341796875, 131.25796508789062)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00301.jpg,1,"[(362.9034118652344, 145.48924255371094)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00302.jpg,1,"[(354.67498779296875, 130.91427612304688)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00303.jpg,1,"[(346.54693603515625, 131.73880004882812)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00304.jpg,1,"[(351.83807373046875, 138.29750061035156)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00305.jpg,1,"[(361.6661376953125, 125.6452865600586)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00306.jpg,1,"[(366.75152587890625, 136.57470703125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00307.jpg,1,"[(359.4825134277344, 134.50338745117188)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00308.jpg,1,"[(364.6736145019531, 151.49838256835938)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00309.jpg,1,"[(359.197265625, 119.26282501220703)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00310.jpg,1,"[(358.93731689453125, 131.65145874023438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00311.jpg,1,"[(349.350341796875, 133.12522888183594)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00312.jpg,1,"[(346.85430908203125, 139.59234619140625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00313.jpg,1,"[(360.86456298828125, 130.81568908691406)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00314.jpg,1,"[(361.9208679199219, 140.04598999023438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00315.jpg,1,"[(364.4124755859375, 128.92279052734375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00316.jpg,1,"[(355.0941467285156, 122.97064971923828)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00317.jpg,1,"[(361.91558837890625, 124.85653686523438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00318.jpg,1,"[(338.77716064453125, 131.387939453125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00319.jpg,1,"[(367.9436950683594, 166.83282470703125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00320.jpg,1,"[(358.8856201171875, 129.63258361816406)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00321.jpg,1,"[(340.81817626953125, 134.60621643066406)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00322.jpg,1,"[(345.03143310546875, 134.1693115234375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00323.jpg,1,"[(363.19329833984375, 161.25979614257812)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00324.jpg,1,"[(361.9976806640625, 128.42393493652344)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00325.jpg,1,"[(342.7502746582031, 144.9934539794922)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00326.jpg,1,"[(348.4577331542969, 140.62246704101562)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00327.jpg,1,"[(344.697265625, 133.77474975585938)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00328.jpg,1,"[(362.8460998535156, 137.9422607421875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00329.jpg,1,"[(368.2749938964844, 122.76506042480469)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00330.jpg,1,"[(359.9492492675781, 140.50186157226562)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00331.jpg,1,"[(357.4783935546875, 145.12257385253906)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00332.jpg,1,"[(354.32391357421875, 136.49710083007812)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00333.jpg,1,"[(355.5339050292969, 151.12457275390625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00334.jpg,1,"[(360.32183837890625, 125.43522644042969)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00335.jpg,1,"[(365.1832275390625, 165.69300842285156)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00336.jpg,1,"[(346.2472839355469, 138.29867553710938)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00337.jpg,1,"[(361.883544921875, 164.2747802734375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00338.jpg,1,"[(356.3995361328125, 145.01123046875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00339.jpg,1,"[(342.062744140625, 149.78866577148438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00340.jpg,1,"[(354.5175476074219, 161.4512176513672)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00341.jpg,1,"[(344.7945556640625, 135.64105224609375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00342.jpg,1,"[(340.32501220703125, 135.86302185058594)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00343.jpg,1,"[(359.94598388671875, 138.23760986328125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00344.jpg,1,"[(358.16632080078125, 153.15457153320312)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00345.jpg,1,"[(345.2259521484375, 130.2213134765625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00346.jpg,1,"[(339.3046875, 128.4202117919922)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00347.jpg,1,"[(345.327392578125, 142.92166137695312)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00348.jpg,1,"[(337.99658203125, 146.9781036376953)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00349.jpg,1,"[(348.15850830078125, 129.25363159179688)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00350.jpg,1,"[(353.55096435546875, 151.1638641357422)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00351.jpg,1,"[(353.232177734375, 141.16598510742188)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00352.jpg,1,"[(353.32293701171875, 135.79156494140625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00353.jpg,1,"[(358.390625, 124.87019348144531)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00354.jpg,1,"[(347.3107604980469, 143.3678741455078)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00355.jpg,1,"[(341.392578125, 150.615478515625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00356.jpg,1,"[(349.66143798828125, 130.1150360107422)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00357.jpg,1,"[(348.57501220703125, 130.89404296875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00358.jpg,1,"[(348.9080810546875, 140.62937927246094)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00359.jpg,1,"[(339.625, 137.6464080810547)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00360.jpg,1,"[(341.7064208984375, 135.00595092773438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00361.jpg,1,"[(345.15338134765625, 134.6680908203125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00362.jpg,1,"[(339.40496826171875, 132.31549072265625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00363.jpg,1,"[(341.15887451171875, 121.18477630615234)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00364.jpg,1,"[(350.37530517578125, 139.76658630371094)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00365.jpg,1,"[(340.5660705566406, 128.9812774658203)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00366.jpg,1,"[(347.7015380859375, 143.82391357421875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00367.jpg,1,"[(340.183837890625, 132.21328735351562)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00368.jpg,1,"[(351.50653076171875, 151.23565673828125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00369.jpg,2,"[(363.93939208984375, 147.7064971923828), (339.91912841796875, 135.9112091064453)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00370.jpg,1,"[(356.67205810546875, 139.86776733398438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00371.jpg,1,"[(349.6184387207031, 130.01712036132812)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00372.jpg,1,"[(347.3323974609375, 135.58184814453125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00373.jpg,1,"[(343.751953125, 152.63099670410156)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00374.jpg,1,"[(337.3495788574219, 130.95684814453125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00375.jpg,1,"[(352.4732666015625, 141.3601531982422)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00376.jpg,1,"[(365.55108642578125, 143.55032348632812)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00377.jpg,1,"[(361.39581298828125, 158.14419555664062)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00378.jpg,1,"[(352.9210510253906, 140.97216796875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00379.jpg,1,"[(368.5728759765625, 135.01551818847656)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00380.jpg,1,"[(356.12445068359375, 153.29119873046875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00381.jpg,1,"[(349.03759765625, 123.38707733154297)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00382.jpg,1,"[(362.49517822265625, 139.8711700439453)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00383.jpg,1,"[(357.9869384765625, 141.51336669921875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00384.jpg,1,"[(353.707275390625, 145.6605987548828)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00385.jpg,1,"[(356.6654968261719, 131.1661376953125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00386.jpg,1,"[(359.2488708496094, 121.6019287109375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00387.jpg,1,"[(365.56927490234375, 129.938232421875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00388.jpg,1,"[(354.41650390625, 138.18731689453125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00389.jpg,1,"[(341.90087890625, 134.37948608398438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00390.jpg,1,"[(353.43414306640625, 133.54396057128906)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00391.jpg,1,"[(360.0035400390625, 133.40394592285156)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00392.jpg,1,"[(356.63226318359375, 128.0742950439453)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00393.jpg,1,"[(361.0120849609375, 157.6927490234375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00394.jpg,1,"[(357.61236572265625, 133.3727264404297)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00395.jpg,1,"[(351.72412109375, 130.31475830078125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00396.jpg,1,"[(355.77874755859375, 136.9259490966797)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00397.jpg,1,"[(357.2636413574219, 144.34056091308594)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00398.jpg,1,"[(361.203369140625, 146.17037963867188)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00399.jpg,1,"[(351.41796875, 143.07479858398438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00400.jpg,1,"[(356.0546569824219, 130.04080200195312)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00401.jpg,1,"[(356.8538818359375, 147.79852294921875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00402.jpg,1,"[(358.33111572265625, 138.7777099609375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00403.jpg,1,"[(351.17236328125, 148.5031280517578)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00404.jpg,1,"[(344.4005432128906, 133.56591796875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00405.jpg,1,"[(367.15423583984375, 136.16510009765625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00406.jpg,1,"[(367.29339599609375, 157.8502197265625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00407.jpg,1,"[(362.84771728515625, 131.55267333984375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00408.jpg,1,"[(361.3035888671875, 148.61961364746094)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00409.jpg,1,"[(368.540771484375, 150.11318969726562)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00410.jpg,1,"[(370.45166015625, 131.66366577148438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00411.jpg,1,"[(378.12860107421875, 139.65277099609375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00412.jpg,1,"[(369.32403564453125, 130.15533447265625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00413.jpg,1,"[(343.7375793457031, 136.4371795654297)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00414.jpg,1,"[(350.9649658203125, 132.5893096923828)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00415.jpg,1,"[(362.49200439453125, 137.72335815429688)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00416.jpg,1,"[(351.3584289550781, 130.63189697265625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00417.jpg,1,"[(358.9346923828125, 126.71885681152344)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00418.jpg,1,"[(359.89520263671875, 150.46524047851562)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00419.jpg,1,"[(381.67901611328125, 135.60670471191406)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00420.jpg,1,"[(363.5518798828125, 134.5072021484375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00421.jpg,1,"[(358.22357177734375, 142.68666076660156)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00422.jpg,1,"[(354.6509704589844, 150.61236572265625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00423.jpg,1,"[(360.61083984375, 137.0419921875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00424.jpg,1,"[(354.2709655761719, 152.75799560546875)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00425.jpg,1,"[(353.888427734375, 142.2384033203125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00426.jpg,1,"[(350.67315673828125, 136.4898223876953)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00427.jpg,1,"[(355.542236328125, 131.50546264648438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00428.jpg,1,"[(350.15618896484375, 136.4457244873047)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00429.jpg,1,"[(349.65289306640625, 145.76202392578125)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00430.jpg,1,"[(332.4288330078125, 122.28211975097656)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00431.jpg,1,"[(346.95501708984375, 136.72073364257812)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00432.jpg,1,"[(349.0033874511719, 137.96261596679688)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00433.jpg,1,"[(347.44256591796875, 129.77163696289062)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00434.jpg,1,"[(347.72637939453125, 129.6263427734375)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00435.jpg,1,"[(352.8267822265625, 127.20399475097656)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00436.jpg,1,"[(348.638671875, 140.6306610107422)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00437.jpg,1,"[(354.5555725097656, 142.28768920898438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00438.jpg,1,"[(354.348388671875, 138.97183227539062)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00439.jpg,1,"[(358.19873046875, 136.2747039794922)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00440.jpg,1,"[(338.95703125, 126.22484588623047)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00441.jpg,1,"[(353.98638916015625, 139.70790100097656)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00442.jpg,1,"[(362.1885986328125, 147.28915405273438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00443.jpg,1,"[(355.9670715332031, 124.67841339111328)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00444.jpg,1,"[(354.7113037109375, 140.15914916992188)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00445.jpg,1,"[(359.5919189453125, 136.45140075683594)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00446.jpg,1,"[(365.97894287109375, 135.6412353515625)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00447.jpg,1,"[(366.788330078125, 134.09872436523438)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00448.jpg,1,"[(349.99847412109375, 134.2236785888672)]"
15cm,K:\Infrared flame recognition\flame\数据\Retinex\15cm\frame_00449.jpg,1,"[(365.823974609375, 146.95179748535156)]"
